source,code,name,brand,normalized_name,unit,packing,size,capacity,price,price_after_promotion,promotion,url,note,crawl_date,product_key
kingfoodmart,thung-bia-rosee-3-hoegaarden-248ml-24-chai,Thùng bia Rosee 3% Hoegaarden 248ml (24 chai),Hoegaarden,thung bia rosee 3 hoegaarden 248ml 24 chai,Thùng,24,,248ml,450000,450000,,https://kingfoodmart.com/bia-co-con/thung-bia-rosee-3-hoegaarden-248ml-24-chai,,2025-11-23,HOEGAARDEN_248ML_24
kingfoodmart,thung-bia-rosee-3-hoegaarde-330ml-24-lon,Thùng bia Rosee 3% Hoegaarde 330ml (24 lon),,thung bia rosee 3 hoegaarde 330ml 24 lon,Thùng,24,,330ml,560000,560000,,https://kingfoodmart.com/bia-co-con/thung-bia-rosee-3-hoegaarde-330ml-24-lon,,2025-11-23,330ML_24
kingfoodmart,loc-bia-rosee-3-hoegaarden-248ml-6-chai,Lốc bia Rosee 3% Hoegaarden 248ml (6 chai),Hoegaarden,loc bia rosee 3 hoegaarden 248ml 6 chai,Chai,6,,248ml,122000,122000,,https://kingfoodmart.com/bia-co-con/loc-bia-rosee-3-hoegaarden-248ml-6-chai,,2025-11-23,HOEGAARDEN_248ML_6
kingfoodmart,loc-bia-4-7-huda-330ml-6-lon,Lốc bia 4.7% Huda 330ml (6 lon),Huda,loc bia 4 7 huda 330ml 6 lon,Lon,6,,330ml,77000,77000,,https://kingfoodmart.com/bia-co-con/loc-bia-4-7-huda-330ml-6-lon,,2025-11-23,HUDA_330ML_6
kingfoodmart,thung-bia-dark-lager-cerveza-negra-4-9-san-miguel-330ml-24-lon,Thùng bia dark lager cerveza negra 4.9% San Miguel 330ml (24 Lon),San Miguel,thung bia dark lager cerveza negra 4 9 san miguel 330ml 24 lon,Thùng,24,,330ml,585000,585000,,https://kingfoodmart.com/bia-co-con/thung-bia-dark-lager-cerveza-negra-4-9-san-miguel-330ml-24-lon,,2025-11-23,SANMIGUEL_330ML_24
kingfoodmart,thung-bia-5-sapporo-330ml-24-lon,Thùng bia 5% Sapporo 330ml (24 Lon),Sapporo,thung bia 5 sapporo 330ml 24 lon,Thùng,24,,330ml,460000,460000,,https://kingfoodmart.com/bia-co-con/thung-bia-5-sapporo-330ml-24-lon,,2025-11-23,SAPPORO_330ML_24
kingfoodmart,thung-bia-gold-4-7-huda-330ml-24-lon,Thùng bia gold 4.7% Huda 330ml (24 lon),Huda,thung bia gold 4 7 huda 330ml 24 lon,Thùng,24,,330ml,305000,305000,,https://kingfoodmart.com/bia-co-con/thung-bia-gold-4-7-huda-330ml-24-lon,,2025-11-23,HUDA_330ML_24
kingfoodmart,loc-bia-platinum-wheat-4-5-tiger-330ml-6-lon,Lốc bia platinum wheat 4.5% Tiger 330ml (6 Lon),Tiger,loc bia platinum wheat 4 5 tiger 330ml 6 lon,Lon,6,,330ml,125000,125000,,https://kingfoodmart.com/bia-co-con/loc-bia-platinum-wheat-4-5-tiger-330ml-6-lon,,2025-11-23,TIGER_330ML_6
kingfoodmart,thung-bia-4-7-becks-ice-330ml-24-lon,Thùng bia 4.7% Beck's Ice 330ml (24 lon),,thung bia 4 7 beck s ice 330ml 24 lon,Thùng,24,,330ml,319000,319000,,https://kingfoodmart.com/bia-co-con/thung-bia-4-7-becks-ice-330ml-24-lon,,2025-11-23,330ML_24
kingfoodmart,bia-munich-wheat-5-5-paulaner-loc-500ml-1-loc,Lốc Bia munich wheat 5.5% Paulaner 500ml (4 Lon),Paulaner,loc bia munich wheat 5 5 paulaner 500ml 4 lon,Lon,4,,500ml,275000,275000,,https://kingfoodmart.com/bia-co-con/bia-munich-wheat-5-5-paulaner-loc-500ml-1-loc,,2025-11-23,PAULANER_500ML_4
kingfoodmart,loc-bia-4-9-tuborg-330ml-6-lon,Lốc bia 4.9% Tuborg 330ml (6 Lon),Tuborg,loc bia 4 9 tuborg 330ml 6 lon,Lon,6,,330ml,90000,90000,,https://kingfoodmart.com/bia-co-con/loc-bia-4-9-tuborg-330ml-6-lon,,2025-11-23,TUBORG_330ML_6
kingfoodmart,thung-bia-peach-3-hoegaarden-chai-248ml-24-chai,Thùng bia peach 3% Hoegaarden chai 248ml (24 Chai),Hoegaarden,thung bia peach 3 hoegaarden chai 248ml 24 chai,Thùng,24,,248ml,450000,450000,,https://kingfoodmart.com/bia-co-con/thung-bia-peach-3-hoegaarden-chai-248ml-24-chai,,2025-11-23,HOEGAARDEN_248ML_24
kingfoodmart,thung-bia-peach-3-hoegaarden-500ml-12-lon,Thùng bia Peach 3% Hoegaarden 500ml (12 Lon),Hoegaarden,thung bia peach 3 hoegaarden 500ml 12 lon,Thùng,12,,500ml,420000,420000,,https://kingfoodmart.com/bia-co-con/thung-bia-peach-3-hoegaarden-500ml-12-lon,,2025-11-23,HOEGAARDEN_500ML_12
kingfoodmart,thung-bia-4-2-larue-330ml-24-lon,Thùng bia 4.2% Larue 330ml (24 lon),Larue,thung bia 4 2 larue 330ml 24 lon,Thùng,24,,330ml,265000,265000,,https://kingfoodmart.com/bia-co-con/thung-bia-4-2-larue-330ml-24-lon,,2025-11-23,LARUE_330ML_24
kingfoodmart,thung-bia-trai-cay-vi-vai-3-san-miguel-330ml-24-lon,Thùng bia trái cây vị vải 3% San Miguel 330ml (24 Lon),San Miguel,thung bia trai cay vi vai 3 san miguel 330ml 24 lon,Thùng,24,,330ml,385000,385000,,https://kingfoodmart.com/bia-co-con/thung-bia-trai-cay-vi-vai-3-san-miguel-330ml-24-lon,,2025-11-23,SANMIGUEL_330ML_24
kingfoodmart,loc-bia-munich-lager-4-9-paulaner-500ml-4-lon,Lốc bia munich lager 4.9% Paulaner 500ml (4 lon),Paulaner,loc bia munich lager 4 9 paulaner 500ml 4 lon,Lon,4,,500ml,275000,275000,,https://kingfoodmart.com/bia-co-con/loc-bia-munich-lager-4-9-paulaner-500ml-4-lon,,2025-11-23,PAULANER_500ML_4
kingfoodmart,loc-bia-gold-4-7-huda-330ml-6-lon,Lốc bia gold 4.7% Huda 330ml (6 lon),Huda,loc bia gold 4 7 huda 330ml 6 lon,Lon,6,,330ml,80000,80000,,https://kingfoodmart.com/bia-co-con/loc-bia-gold-4-7-huda-330ml-6-lon,,2025-11-23,HUDA_330ML_6
kingfoodmart,thung-bia-cold-brew-lager-4-3-bia-viet-lon-330ml-12-lon,Thùng bia Cold Brew Lager 4.3% Bia Việt lon 330ml (12 Lon),Bia Việt,thung bia cold brew lager 4 3 bia viet lon 330ml 12 lon,Thùng,12,,330ml,135000,135000,,https://kingfoodmart.com/bia-co-con/thung-bia-cold-brew-lager-4-3-bia-viet-lon-330ml-12-lon,,2025-11-23,BIAVIỆT_330ML_12
kingfoodmart,bia-nastro-azzurro-peroni-lon-350ml-1-lon,Bia nastro Azzurro Peroni lon 350ml (1 Lon),,bia nastro azzurro peroni lon 350ml 1 lon,Lon,1,,350ml,46000,46000,,https://kingfoodmart.com/bia-co-con/bia-nastro-azzurro-peroni-lon-350ml-1-lon,Giá giảm chỉ còn 40000đ/ sản phẩm khi mua 2 sản phẩm cùng loại,2025-11-23,350ML_1
kingfoodmart,thung-bia-5-heineken-cao-330ml-24-lon,Thùng bia 5% Heineken cao 330ml (24 lon),Heineken,thung bia 5 heineken cao 330ml 24 lon,Thùng,24,,330ml,455000,455000,,https://kingfoodmart.com/bia-co-con/thung-bia-5-heineken-cao-330ml-24-lon,"Tặng voucher giảm 25K cho đơn rau, thịt cá, trái cây & đồ đông lạnh kế tiếp khi mua 1 thùng bia – Ưu đãi chỉ có online!",2025-11-23,HEINEKEN_330ML_24
kingfoodmart,thung-bia-nau-cool-pack-5-tiger-lon-250ml-24-lon-65704,Thùng bia nâu Cool Pack 5% Tiger lon 250ml (24 Lon),Tiger,thung bia nau cool pack 5 tiger lon 250ml 24 lon,Thùng,24,,250ml,273000,273000,,https://kingfoodmart.com/bia-co-con/thung-bia-nau-cool-pack-5-tiger-lon-250ml-24-lon-65704,"Tặng voucher giảm 25K cho đơn rau, thịt cá, trái cây & đồ đông lạnh kế tiếp khi mua 1 thùng bia – Ưu đãi chỉ có online!",2025-11-23,TIGER_250ML_24
