source,code,name,brand,normalized_name,unit,packing,size,capacity,price,price_after_promotion,promotion,url,note,crawl_date,product_key
megamarket,,"Bia Hoegaarden White, thùng 24 lon, 250ml",Hoegaarden,bia hoegaarden white thung 24 lon 250ml,Thùng,24,,250ml,399000,399000,,https://online.mmvietnam.com/product/beer-hoegaarden-white250ml-24c-474577-24745772.html,,2025-11-22,HOEGAARDEN_250ML_24
megamarket,,"Bia Sài Gòn Chill, lốc 6 lon, 250ml",Sài Gòn,bia sai gon chill loc 6 lon 250ml,Lon,6,,250ml,71000,71000,,https://online.mmvietnam.com/product/beer-saigon-chill-250ml-6l-473694-24736947.html,,2025-11-22,SÀIGÒN_250ML_6
megamarket,,"Bia Saigon Chill, thùng 24 lon, 250ml",Chill,bia saigon chill thung 24 lon 250ml,Thùng,24,,250ml,263900,263900,,https://online.mmvietnam.com/product/beer-saigon-chill-250ml-24l-473689-24736893.html,,2025-11-22,CHILL_250ML_24
megamarket,,"Bia Saigon Chill, thùng 20 lon, 330ml",Chill,bia saigon chill thung 20 lon 330ml,Thùng,20,,330ml,320000,320000,,https://online.mmvietnam.com/product/bia-saigon-chill-330ml-20l.html,,2025-11-22,CHILL_330ML_20
megamarket,,"Bia Heineken 0.0, thùng 24 lon, 250ml",Heineken,bia heineken 0 0 thung 24 lon 250ml,Thùng,24,,250ml,300000,300000,,https://online.mmvietnam.com/product/bia-heineken-0-0-thung-24-lon-250ml.html,,2025-11-22,HEINEKEN_250ML_24
megamarket,,"Bia Heineken 0.0, lốc 6 lon, 250ml",Heineken,bia heineken 0 0 loc 6 lon 250ml,Lon,6,,250ml,79000,79000,,https://online.mmvietnam.com/product/bia-heineken-0-0-loc-6-lon-250ml.html,,2025-11-22,HEINEKEN_250ML_6
megamarket,,"Bia Lạc Việt lon cao, thùng 24 lon, 330ml",Lạc Việt,bia lac viet lon cao thung 24 lon 330ml,Thùng,24,,330ml,252000,252000,,https://online.mmvietnam.com/product/bia-lac-viet-lon-cao-thung-24-lon-330ml.html,,2025-11-22,LẠCVIỆT_330ML_24
megamarket,,"Bia Lạc Việt lon cao, lốc 6 lon, 330ml",Lạc Việt,bia lac viet lon cao loc 6 lon 330ml,Lon,6,,330ml,65000,65000,,https://online.mmvietnam.com/product/bia-lac-viet-lon-cao-loc-6-lon-330ml.html,,2025-11-22,LẠCVIỆT_330ML_6
megamarket,,"Bia Tsingtao 1903 5%, 500ml",Tsingtao,bia tsingtao 1903 5 500ml,,1,,500ml,56000,56000,,https://online.mmvietnam.com/product/bia-tsingtao-1903-5-lon-500ml.html,,2025-11-22,TSINGTAO_500ML_1
megamarket,,"Bia Tsingtao Lager 5%, lon 640ml",Tsingtao,bia tsingtao lager 5 lon 640ml,Lon,1,,640ml,49000,49000,,https://online.mmvietnam.com/product/bia-tsingtao-lager-5-lon-640ml.html,,2025-11-22,TSINGTAO_640ML_1
megamarket,,"Bia Tsingtao Lager 5%, thùng 12 chai, 640ml",Tsingtao,bia tsingtao lager 5 thung 12 chai 640ml,Thùng,12,,640ml,540000,540000,,https://online.mmvietnam.com/product/bia-tsingtao-lager-5-thung-12-chai-640ml.html,,2025-11-22,TSINGTAO_640ML_12
megamarket,,"Bia Tsingtao 1903 5%, thùng 24 lon, 330ml",Tsingtao,bia tsingtao 1903 5 thung 24 lon 330ml,Thùng,24,,330ml,768000,768000,,https://online.mmvietnam.com/product/bia-tsingtao-1903-5-thung-24-lon-330ml.html,,2025-11-22,TSINGTAO_330ML_24
megamarket,,"Bia Asahi Super Dry, thùng 24 lon, 330ml",Asahi,bia asahi super dry thung 24 lon 330ml,Thùng,24,,330ml,620000,620000,,https://online.mmvietnam.com/product/bia-asahi-super-dry-thung-24-lon-330ml.html,,2025-11-22,ASAHI_330ML_24
megamarket,,"Bia Corona Extra, lốc 6 chai, 250ml",Corona,bia corona extra loc 6 chai 250ml,Chai,6,,250ml,140000,140000,,https://online.mmvietnam.com/product/bia-corona-extra-250ml-6ch.html,,2025-11-22,CORONA_250ML_6
